Date,Name of Species,Small (in Rs.),Medium (in Rs.),Large (in Rs.)
16/1/2022,Flower tail prawn,680.84,0,0
16/1/2022,Four finger thread fin,655.8,0,0
16/1/2022,Frigate tuna,462.41,0,0
16/1/2022,Giant catfish,673.34,0,0
16/1/2022,Giant tiger prawn,576.13,0,0
16/1/2022,Gold spot mullet,645.18,0,0
16/1/2022,Gold spotted granadier anchovy,320.74,0,0
16/1/2022,Greasy grouper,681.73,0,0
16/1/2022,Green mud crab,787.66,0,0
16/1/2022,Grey mullet,599.07,0,0
16/1/2022,Hound needle fish,586.21,0,0
16/1/2022,Indian mackerel,522.65,0,0
16/1/2022,Indian squid,628.26,0,0
16/1/2022,Indian white prawn,590.11,0,0
16/1/2022,Indo-pacific seer fish,1105.46,0,0
16/1/2022,Japanese threadfin bream,491.89,0,0
16/1/2022,Jinga prawn,580.65,0,0
16/1/2022,John\'s snapper,735.89,0,0
16/1/2022,Kiddi shrimp,492.44,0,0
16/1/2022,Little tuna,608.62,0,0
16/1/2022,Long tail tuna,594.32,0,0
16/1/2022,Malabar anchovy,450.77,0,0
16/1/2022,Malabar blood snapper,619.23,0,0
16/1/2022,Malabar grouper,645.44,0,0
16/1/2022,Narrow-barred spanish mackerel,1185.34,0,0
16/1/2022,Pearl Spot,431.81,0,0
16/1/2022,Silver pomfret,753.18,0,0
16/1/2022,Small head hairtail,334.57,0,0
16/1/2022,Spineless cuttle fish,650.64,0,0
16/1/2022,Spiny cheek grouper,753.82,0,0
16/1/2022,Spotted crab,625.88,0,0
16/1/2022,Spotted eagle ray,722.51,0,0
17/1/2022,Asian Seabass,708.4,0,0
17/1/2022,Big eye trevally,568.19,0,0
17/1/2022,Black barred half beak,604.51,0,0
17/1/2022,Black pomfret,730.38,0,0
17/1/2022,Blue Swimming Crab,630.93,0,0
17/1/2022,Bombay duck,332.25,0,0
17/1/2022,Flower tail prawn,590.54,0,0
17/1/2022,Four finger thread fin,576.76,0,0
17/1/2022,Frigate tuna,387.96,0,0
17/1/2022,Giant catfish,610.15,0,0
17/1/2022,Giant tiger prawn,512.26,0,0
17/1/2022,Gold spot mullet,563.38,0,0
17/1/2022,Gold spotted granadier anchovy,257.58,0,0
17/1/2022,Greasy grouper,606.14,0,0
17/1/2022,Green mud crab,695.01,0,0
17/1/2022,Grey mullet,500.99,0,0
17/1/2022,Hound needle fish,535.13,0,0
17/1/2022,Indian mackerel,483.05,0,0
17/1/2022,Indian squid,533.09,0,0
17/1/2022,Indian white prawn,528.19,0,0
17/1/2022,Indo-pacific seer fish,1009.11,0,0
17/1/2022,Japanese threadfin bream,458.94,0,0
17/1/2022,Jinga prawn,486.77,0,0
17/1/2022,John\'s snapper,617.32,0,0
17/1/2022,Kiddi shrimp,420.09,0,0
17/1/2022,Little tuna,567.51,0,0
17/1/2022,Long tail tuna,477.88,0,0
17/1/2022,Malabar anchovy,392.33,0,0
17/1/2022,Malabar blood snapper,557.27,0,0
17/1/2022,Malabar grouper,523.24,0,0
17/1/2022,Narrow-barred spanish mackerel,1009.2,0,0
17/1/2022,Pearl Spot,369.32,0,0
17/1/2022,Silver pomfret,688.94,0,0
17/1/2022,Small head hairtail,295.73,0,0
17/1/2022,Spineless cuttle fish,578.57,0,0
17/1/2022,Spiny cheek grouper,650.72,0,0
17/1/2022,Spotted crab,539.53,0,0
17/1/2022,Spotted eagle ray,631.61,0,0
18/1/2022,Asian Seabass,760.82,0,0
18/1/2022,Big eye trevally,599.69,0,0
18/1/2022,Black barred half beak,618.17,0,0
18/1/2022,Black pomfret,747.98,0,0
18/1/2022,Blue Swimming Crab,656.87,0,0
18/1/2022,Bombay duck,363.8,0,0
18/1/2022,Flower tail prawn,642,0,0
18/1/2022,Four finger thread fin,600.01,0,0
18/1/2022,Frigate tuna,429.22,0,0
18/1/2022,Giant catfish,614.38,0,0
18/1/2022,Giant tiger prawn,508.5,0,0
18/1/2022,Gold spot mullet,558.82,0,0
18/1/2022,Gold spotted granadier anchovy,283.86,0,0
18/1/2022,Greasy grouper,606.07,0,0
18/1/2022,Green mud crab,759.7,0,0
18/1/2022,Grey mullet,534.29,0,0
18/1/2022,Hound needle fish,531.9,0,0
18/1/2022,Indian mackerel,473,0,0
18/1/2022,Indian squid,555.06,0,0
18/1/2022,Indian white prawn,544.48,0,0
18/1/2022,Indo-pacific seer fish,958.22,0,0
18/1/2022,Japanese threadfin bream,445.18,0,0
18/1/2022,Jinga prawn,508.5,0,0
18/1/2022,John\'s snapper,609.43,0,0
18/1/2022,Kiddi shrimp,434.18,0,0
18/1/2022,Little tuna,560.6,0,0
18/1/2022,Long tail tuna,506.57,0,0
18/1/2022,Malabar anchovy,413.7,0,0
18/1/2022,Malabar blood snapper,571.76,0,0
18/1/2022,Malabar grouper,566.66,0,0
18/1/2022,Narrow-barred spanish mackerel,1016.41,0,0
18/1/2022,Pearl Spot,377.24,0,0
18/1/2022,Silver pomfret,681.11,0,0
18/1/2022,Small head hairtail,313.61,0,0
18/1/2022,Spineless cuttle fish,555.25,0,0
18/1/2022,Spiny cheek grouper,670.89,0,0
18/1/2022,Spotted crab,547.68,0,0
18/1/2022,Spotted eagle ray,626.72,0,0
19/1/2022,Asian Seabass,727.89,0,0
19/1/2022,Big eye trevally,592.92,0,0
19/1/2022,Black barred half beak,615.31,0,0
19/1/2022,Black pomfret,750.88,0,0
19/1/2022,Blue Swimming Crab,678.19,0,0
19/1/2022,Bombay duck,331.64,0,0
19/1/2022,Flower tail prawn,617.72,0,0
19/1/2022,Four finger thread fin,567.06,0,0
19/1/2022,Frigate tuna,428.2,0,0
19/1/2022,Giant catfish,595.54,0,0
19/1/2022,Giant tiger prawn,499.18,0,0
19/1/2022,Gold spot mullet,565.59,0,0
19/1/2022,Gold spotted granadier anchovy,255.69,0,0
19/1/2022,Greasy grouper,603.13,0,0
19/1/2022,Green mud crab,726.82,0,0
19/1/2022,Grey mullet,509.56,0,0
19/1/2022,Hound needle fish,511.95,0,0
19/1/2022,Indian mackerel,484.96,0,0
19/1/2022,Indian squid,516.09,0,0
19/1/2022,Indian white prawn,531.31,0,0
19/1/2022,Indo-pacific seer fish,1010.02,0,0
19/1/2022,Japanese threadfin bream,449,0,0
19/1/2022,Jinga prawn,461.61,0,0
19/1/2022,John\'s snapper,614.81,0,0
19/1/2022,Kiddi shrimp,427.3,0,0
19/1/2022,Little tuna,541.1,0,0
19/1/2022,Long tail tuna,494.78,0,0
19/1/2022,Malabar anchovy,383.21,0,0
19/1/2022,Malabar blood snapper,522.1,0,0
19/1/2022,Malabar grouper,575.34,0,0
19/1/2022,Narrow-barred spanish mackerel,1025.13,0,0
19/1/2022,Pearl Spot,357.06,0,0
19/1/2022,Silver pomfret,678.9,0,0
19/1/2022,Small head hairtail,303.95,0,0
19/1/2022,Spineless cuttle fish,561.91,0,0
19/1/2022,Spiny cheek grouper,658.75,0,0
19/1/2022,Spotted crab,568.71,0,0
19/1/2022,Spotted eagle ray,586.98,0,0
20/1/2022,Asian Seabass,696.62,0,0
20/1/2022,Big eye trevally,613.39,0,0
20/1/2022,Black barred half beak,621.05,0,0
20/1/2022,Black pomfret,739.04,0,0
20/1/2022,Blue Swimming Crab,659.63,0,0
20/1/2022,Bombay duck,335.86,0,0
20/1/2022,Flower tail prawn,589.36,0,0
20/1/2022,Four finger thread fin,574.51,0,0
20/1/2022,Frigate tuna,389.63,0,0
20/1/2022,Giant catfish,582.4,0,0
20/1/2022,Giant tiger prawn,483.5,0,0
20/1/2022,Gold spot mullet,572.33,0,0
20/1/2022,Gold spotted granadier anchovy,281.6,0,0
20/1/2022,Greasy grouper,597.75,0,0
20/1/2022,Green mud crab,678.19,0,0
20/1/2022,Grey mullet,478.52,0,0
20/1/2022,Hound needle fish,541.44,0,0
20/1/2022,Indian mackerel,448.68,0,0
20/1/2022,Indian squid,545.32,0,0
20/1/2022,Indian white prawn,531.87,0,0
20/1/2022,Indo-pacific seer fish,946.23,0,0
20/1/2022,Japanese threadfin bream,444.04,0,0
20/1/2022,Jinga prawn,508.31,0,0
20/1/2022,John\'s snapper,611.22,0,0
20/1/2022,Kiddi shrimp,401.9,0,0
20/1/2022,Little tuna,533.28,0,0
20/1/2022,Long tail tuna,484.99,0,0
20/1/2022,Malabar anchovy,398.95,0,0
20/1/2022,Malabar blood snapper,537.01,0,0
20/1/2022,Malabar grouper,568.56,0,0
20/1/2022,Narrow-barred spanish mackerel,1021.84,0,0
20/1/2022,Pearl Spot,381.92,0,0
20/1/2022,Silver pomfret,655.56,0,0
20/1/2022,Small head hairtail,302.77,0,0
20/1/2022,Spineless cuttle fish,576.54,0,0
20/1/2022,Spiny cheek grouper,623.56,0,0
20/1/2022,Spotted crab,568.23,0,0
20/1/2022,Spotted eagle ray,590.94,0,0
21/1/2022,Asian Seabass,739.38,0,0
21/1/2022,Big eye trevally,578.16,0,0
21/1/2022,Black barred half beak,590.87,0,0
21/1/2022,Black pomfret,729.86,0,0
21/1/2022,Blue Swimming Crab,662.57,0,0
21/1/2022,Bombay duck,337.07,0,0
21/1/2022,Flower tail prawn,606.23,0,0
21/1/2022,Four finger thread fin,608.65,0,0
21/1/2022,Frigate tuna,422.49,0,0
21/1/2022,Giant catfish,594.7,0,0
21/1/2022,Giant tiger prawn,485.27,0,0
21/1/2022,Gold spot mullet,555.48,0,0
21/1/2022,Gold spotted granadier anchovy,257.52,0,0
21/1/2022,Greasy grouper,560.77,0,0
21/1/2022,Green mud crab,731.83,0,0
21/1/2022,Grey mullet,495.24,0,0
21/1/2022,Hound needle fish,508.41,0,0
21/1/2022,Indian mackerel,479.1,0,0
21/1/2022,Indian squid,534.47,0,0
21/1/2022,Indian white prawn,521.46,0,0
21/1/2022,Indo-pacific seer fish,947.87,0,0
21/1/2022,Japanese threadfin bream,442.77,0,0
21/1/2022,Jinga prawn,495.02,0,0
21/1/2022,John\'s snapper,645.61,0,0
21/1/2022,Kiddi shrimp,422.32,0,0
21/1/2022,Little tuna,529.61,0,0
21/1/2022,Long tail tuna,498.95,0,0
21/1/2022,Malabar anchovy,371.31,0,0
21/1/2022,Malabar blood snapper,523.29,0,0
21/1/2022,Malabar grouper,550.84,0,0
21/1/2022,Narrow-barred spanish mackerel,965,0,0
21/1/2022,Pearl Spot,379.82,0,0
21/1/2022,Silver pomfret,676.68,0,0
21/1/2022,Small head hairtail,307.77,0,0
21/1/2022,Spineless cuttle fish,580.59,0,0
21/1/2022,Spiny cheek grouper,637.83,0,0
21/1/2022,Spotted crab,525.17,0,0
21/1/2022,Spotted eagle ray,639.91,0,0
22/1/2022,Asian Seabass,871.29,0,0
22/1/2022,Big eye trevally,657.76,0,0
22/1/2022,Black barred half beak,715.4,0,0
22/1/2022,Black pomfret,842.94,0,0
22/1/2022,Blue Swimming Crab,808.75,0,0
22/1/2022,Bombay duck,416.27,0,0
22/1/2022,Flower tail prawn,739.42,0,0
22/1/2022,Four finger thread fin,699.76,0,0
22/1/2022,Frigate tuna,474.4,0,0
22/1/2022,Giant catfish,723.98,0,0
22/1/2022,Giant tiger prawn,595.11,0,0
22/1/2022,Gold spot mullet,649,0,0
22/1/2022,Gold spotted granadier anchovy,315.35,0,0
22/1/2022,Greasy grouper,679.88,0,0
22/1/2022,Green mud crab,855.6,0,0
22/1/2022,Grey mullet,570.92,0,0
22/1/2022,Hound needle fish,659.08,0,0
22/1/2022,Indian mackerel,535.5,0,0
22/1/2022,Indian squid,633.75,0,0
22/1/2022,Indian white prawn,666.91,0,0
22/1/2022,Indo-pacific seer fish,1208.59,0,0
22/1/2022,Japanese threadfin bream,534.06,0,0
22/1/2022,Jinga prawn,612.56,0,0
22/1/2022,John\'s snapper,767.97,0,0
22/1/2022,Kiddi shrimp,492.45,0,0
22/1/2022,Little tuna,657.57,0,0
22/1/2022,Long tail tuna,563.36,0,0
22/1/2022,Malabar anchovy,446.78,0,0
22/1/2022,Malabar blood snapper,640.57,0,0
22/1/2022,Malabar grouper,647.82,0,0
22/1/2022,Narrow-barred spanish mackerel,1225.66,0,0
22/1/2022,Pearl Spot,451.59,0,0
22/1/2022,Silver pomfret,803.09,0,0
22/1/2022,Small head hairtail,340.08,0,0
22/1/2022,Spineless cuttle fish,682.13,0,0
22/1/2022,Spiny cheek grouper,757.9,0,0
22/1/2022,Spotted crab,615.27,0,0
22/1/2022,Spotted eagle ray,752.07,0,0
23/1/2022,Asian Seabass,801.86,0,0
23/1/2022,Big eye trevally,685.25,0,0
23/1/2022,Black barred half beak,713.8,0,0
23/1/2022,Black pomfret,854.81,0,0
23/1/2022,Blue Swimming Crab,744.29,0,0
23/1/2022,Bombay duck,402.36,0,0
23/1/2022,Flower tail prawn,690.22,0,0
23/1/2022,Four finger thread fin,697.26,0,0
23/1/2022,Frigate tuna,458.32,0,0
23/1/2022,Giant catfish,689.97,0,0
23/1/2022,Giant tiger prawn,578.75,0,0
23/1/2022,Gold spot mullet,634.89,0,0
23/1/2022,Gold spotted granadier anchovy,308.88,0,0
23/1/2022,Greasy grouper,654.6,0,0
23/1/2022,Green mud crab,801.9,0,0
23/1/2022,Grey mullet,583.89,0,0
23/1/2022,Hound needle fish,622.97,0,0
23/1/2022,Indian mackerel,533.89,0,0
23/1/2022,Indian squid,619.68,0,0
23/1/2022,Indian white prawn,605,0,0
23/1/2022,Indo-pacific seer fish,1097.09,0,0
23/1/2022,Japanese threadfin bream,513.48,0,0
23/1/2022,Jinga prawn,569.33,0,0
23/1/2022,John\'s snapper,731,0,0
23/1/2022,Kiddi shrimp,464.22,0,0
23/1/2022,Little tuna,640.23,0,0
23/1/2022,Long tail tuna,549.25,0,0
23/1/2022,Malabar anchovy,442.54,0,0
23/1/2022,Malabar blood snapper,623.9,0,0
23/1/2022,Malabar grouper,605.4,0,0
23/1/2022,Narrow-barred spanish mackerel,1166.85,0,0
23/1/2022,Pearl Spot,437.57,0,0
23/1/2022,Silver pomfret,739.13,0,0
23/1/2022,Small head hairtail,344.59,0,0
23/1/2022,Spineless cuttle fish,635.06,0,0
23/1/2022,Spiny cheek grouper,745.88,0,0
23/1/2022,Spotted crab,598.93,0,0
23/1/2022,Spotted eagle ray,677.58,0,0
24/1/2022,Asian Seabass,737.86,0,0
24/1/2022,Big eye trevally,594.24,0,0
24/1/2022,Black barred half beak,585.48,0,0
24/1/2022,Black pomfret,701.83,0,0
24/1/2022,Blue Swimming Crab,624.28,0,0
24/1/2022,Bombay duck,356.11,0,0
24/1/2022,Flower tail prawn,598.26,0,0
24/1/2022,Four finger thread fin,579.94,0,0
24/1/2022,Frigate tuna,404.68,0,0
24/1/2022,Giant catfish,605.27,0,0
24/1/2022,Giant tiger prawn,511.7,0,0
24/1/2022,Gold spot mullet,533.13,0,0
24/1/2022,Gold spotted granadier anchovy,264.37,0,0
24/1/2022,Greasy grouper,571.98,0,0
24/1/2022,Green mud crab,672.2,0,0
24/1/2022,Grey mullet,490.33,0,0
24/1/2022,Hound needle fish,535.55,0,0
24/1/2022,Indian mackerel,457.26,0,0
24/1/2022,Indian squid,516.24,0,0
24/1/2022,Indian white prawn,546.89,0,0
24/1/2022,Indo-pacific seer fish,977.85,0,0
24/1/2022,Japanese threadfin bream,433.66,0,0
24/1/2022,Jinga prawn,462.45,0,0
24/1/2022,John\'s snapper,639.29,0,0
24/1/2022,Kiddi shrimp,412.37,0,0
24/1/2022,Little tuna,538.03,0,0
24/1/2022,Long tail tuna,508.23,0,0
24/1/2022,Malabar anchovy,392.34,0,0
24/1/2022,Malabar blood snapper,553.03,0,0
24/1/2022,Malabar grouper,526.75,0,0
24/1/2022,Narrow-barred spanish mackerel,971.93,0,0
24/1/2022,Pearl Spot,380.74,0,0
24/1/2022,Silver pomfret,672.51,0,0
24/1/2022,Small head hairtail,304.45,0,0
24/1/2022,Spineless cuttle fish,537.52,0,0
24/1/2022,Spiny cheek grouper,617.57,0,0
24/1/2022,Spotted crab,554.31,0,0
24/1/2022,Spotted eagle ray,598,0,0
25/1/2022,Asian Seabass,752.82,0,0
25/1/2022,Big eye trevally,588.88,0,0
25/1/2022,Black barred half beak,623.8,0,0
25/1/2022,Black pomfret,732.06,0,0
25/1/2022,Blue Swimming Crab,665.4,0,0
25/1/2022,Bombay duck,368.74,0,0
25/1/2022,Flower tail prawn,662.48,0,0
25/1/2022,Four finger thread fin,620.58,0,0
25/1/2022,Frigate tuna,401.85,0,0
25/1/2022,Giant catfish,633.95,0,0
25/1/2022,Giant tiger prawn,507.78,0,0
25/1/2022,Gold spot mullet,553.22,0,0
25/1/2022,Gold spotted granadier anchovy,286.78,0,0
25/1/2022,Greasy grouper,575.32,0,0
25/1/2022,Green mud crab,693.97,0,0
25/1/2022,Grey mullet,515.85,0,0
25/1/2022,Hound needle fish,548.54,0,0
25/1/2022,Indian mackerel,474.74,0,0
25/1/2022,Indian squid,546.92,0,0
25/1/2022,Indian white prawn,534.05,0,0
25/1/2022,Indo-pacific seer fish,1010.11,0,0
25/1/2022,Japanese threadfin bream,479.25,0,0
25/1/2022,Jinga prawn,498.87,0,0
25/1/2022,John\'s snapper,654.79,0,0
25/1/2022,Kiddi shrimp,445.34,0,0
25/1/2022,Little tuna,593.9,0,0
25/1/2022,Long tail tuna,518.85,0,0
25/1/2022,Malabar anchovy,411.75,0,0
25/1/2022,Malabar blood snapper,569.19,0,0
25/1/2022,Malabar grouper,588.02,0,0
25/1/2022,Narrow-barred spanish mackerel,962.38,0,0
25/1/2022,Pearl Spot,381.66,0,0
25/1/2022,Silver pomfret,696.61,0,0
25/1/2022,Small head hairtail,316.9,0,0
25/1/2022,Spineless cuttle fish,592.47,0,0
25/1/2022,Spiny cheek grouper,647.28,0,0
25/1/2022,Spotted crab,568.69,0,0
25/1/2022,Spotted eagle ray,613.91,0,0
26/1/2022,Asian Seabass,807.88,0,0
26/1/2022,Big eye trevally,664.5,0,0
26/1/2022,Black barred half beak,703.86,0,0
26/1/2022,Black pomfret,858.25,0,0
26/1/2022,Blue Swimming Crab,733.54,0,0
26/1/2022,Bombay duck,395.75,0,0
26/1/2022,Flower tail prawn,704.06,0,0
26/1/2022,Four finger thread fin,650.17,0,0
26/1/2022,Frigate tuna,462.94,0,0
26/1/2022,Giant catfish,665.26,0,0
26/1/2022,Giant tiger prawn,566.72,0,0
26/1/2022,Gold spot mullet,659.14,0,0
26/1/2022,Gold spotted granadier anchovy,296.27,0,0
26/1/2022,Greasy grouper,667.83,0,0
26/1/2022,Green mud crab,832.63,0,0
26/1/2022,Grey mullet,588.24,0,0
26/1/2022,Hound needle fish,594.1,0,0
26/1/2022,Indian mackerel,514.67,0,0
26/1/2022,Indian squid,622.36,0,0
26/1/2022,Indian white prawn,589.43,0,0
26/1/2022,Indo-pacific seer fish,1091.89,0,0
26/1/2022,Japanese threadfin bream,491.04,0,0
26/1/2022,Jinga prawn,557.66,0,0
26/1/2022,John\'s snapper,723.43,0,0
26/1/2022,Kiddi shrimp,467.95,0,0
26/1/2022,Little tuna,650.71,0,0
26/1/2022,Long tail tuna,589.63,0,0
26/1/2022,Malabar anchovy,458.75,0,0
26/1/2022,Malabar blood snapper,589.59,0,0
26/1/2022,Malabar grouper,652.28,0,0
26/1/2022,Narrow-barred spanish mackerel,1119.6,0,0
26/1/2022,Pearl Spot,427.93,0,0
26/1/2022,Silver pomfret,767.54,0,0
26/1/2022,Small head hairtail,354.03,0,0
26/1/2022,Spineless cuttle fish,648.01,0,0
26/1/2022,Spiny cheek grouper,754.77,0,0
26/1/2022,Spotted crab,615.4,0,0
26/1/2022,Spotted eagle ray,672.64,0,0
27/1/2022,Asian Seabass,731.6,0,0
27/1/2022,Big eye trevally,558.28,0,0
27/1/2022,Black barred half beak,599.45,0,0
27/1/2022,Black pomfret,730.86,0,0
27/1/2022,Blue Swimming Crab,667.6,0,0
27/1/2022,Bombay duck,332.29,0,0
27/1/2022,Flower tail prawn,628.86,0,0
27/1/2022,Four finger thread fin,599.45,0,0
27/1/2022,Frigate tuna,423.12,0,0
27/1/2022,Giant catfish,602.96,0,0
27/1/2022,Giant tiger prawn,504.45,0,0
27/1/2022,Gold spot mullet,543.19,0,0
27/1/2022,Gold spotted granadier anchovy,255.18,0,0
27/1/2022,Greasy grouper,603.31,0,0
27/1/2022,Green mud crab,702.17,0,0
27/1/2022,Grey mullet,508.66,0,0
27/1/2022,Hound needle fish,508.27,0,0
27/1/2022,Indian mackerel,460.12,0,0
27/1/2022,Indian squid,537.65,0,0
27/1/2022,Indian white prawn,537.92,0,0
27/1/2022,Indo-pacific seer fish,1004.33,0,0
27/1/2022,Japanese threadfin bream,452.18,0,0
27/1/2022,Jinga prawn,495.4,0,0
27/1/2022,John\'s snapper,641.63,0,0
27/1/2022,Kiddi shrimp,418.09,0,0
27/1/2022,Little tuna,533.84,0,0
27/1/2022,Long tail tuna,494.67,0,0
27/1/2022,Malabar anchovy,376.72,0,0
27/1/2022,Malabar blood snapper,554.36,0,0
27/1/2022,Malabar grouper,552.81,0,0
27/1/2022,Narrow-barred spanish mackerel,1011.25,0,0
27/1/2022,Pearl Spot,356.76,0,0
27/1/2022,Silver pomfret,644.26,0,0
27/1/2022,Small head hairtail,312.93,0,0
27/1/2022,Spineless cuttle fish,533.94,0,0
27/1/2022,Spiny cheek grouper,639.17,0,0
27/1/2022,Spotted crab,556.66,0,0
27/1/2022,Spotted eagle ray,626.57,0,0
28/1/2022,Asian Seabass,749.89,0,0
28/1/2022,Big eye trevally,620.31,0,0
28/1/2022,Black barred half beak,600.85,0,0
28/1/2022,Black pomfret,770.14,0,0
28/1/2022,Blue Swimming Crab,694.68,0,0
28/1/2022,Bombay duck,341.2,0,0
28/1/2022,Flower tail prawn,628.5,0,0
28/1/2022,Four finger thread fin,619.39,0,0
28/1/2022,Frigate tuna,437.94,0,0
28/1/2022,Giant catfish,639.57,0,0
28/1/2022,Giant tiger prawn,520.11,0,0
28/1/2022,Gold spot mullet,544.65,0,0
28/1/2022,Gold spotted granadier anchovy,275.79,0,0
28/1/2022,Greasy grouper,621.99,0,0
28/1/2022,Green mud crab,773.38,0,0
28/1/2022,Grey mullet,546.5,0,0
28/1/2022,Hound needle fish,563.55,0,0
28/1/2022,Indian mackerel,487.61,0,0
28/1/2022,Indian squid,534.89,0,0
28/1/2022,Indian white prawn,562,0,0
28/1/2022,Indo-pacific seer fish,975.92,0,0
28/1/2022,Japanese threadfin bream,452.79,0,0
28/1/2022,Jinga prawn,485.21,0,0
28/1/2022,John\'s snapper,690.63,0,0
28/1/2022,Kiddi shrimp,417.69,0,0
28/1/2022,Little tuna,565.78,0,0
28/1/2022,Long tail tuna,512.99,0,0
28/1/2022,Malabar anchovy,419.3,0,0
28/1/2022,Malabar blood snapper,521.85,0,0
28/1/2022,Malabar grouper,561.89,0,0
28/1/2022,Narrow-barred spanish mackerel,1001.61,0,0
28/1/2022,Pearl Spot,388.13,0,0
28/1/2022,Silver pomfret,692.53,0,0
28/1/2022,Small head hairtail,306.37,0,0
28/1/2022,Spineless cuttle fish,583.67,0,0
28/1/2022,Spiny cheek grouper,698.13,0,0
28/1/2022,Spotted crab,590.58,0,0
28/1/2022,Spotted eagle ray,660.26,0,0
29/1/2022,Asian Seabass,860.51,0,0
29/1/2022,Big eye trevally,659.49,0,0
29/1/2022,Black barred half beak,710.52,0,0
29/1/2022,Black pomfret,861.69,0,0
29/1/2022,Blue Swimming Crab,736.23,0,0
29/1/2022,Bombay duck,407.06,0,0
29/1/2022,Flower tail prawn,688.77,0,0
29/1/2022,Four finger thread fin,672.85,0,0
29/1/2022,Frigate tuna,478.12,0,0
29/1/2022,Giant catfish,701.85,0,0
29/1/2022,Giant tiger prawn,558.7,0,0
29/1/2022,Gold spot mullet,607.95,0,0
29/1/2022,Gold spotted granadier anchovy,301.79,0,0
29/1/2022,Greasy grouper,656.16,0,0
29/1/2022,Green mud crab,786.86,0,0
29/1/2022,Grey mullet,572.23,0,0
29/1/2022,Hound needle fish,592.95,0,0
29/1/2022,Indian mackerel,515.51,0,0
29/1/2022,Indian squid,598.98,0,0
29/1/2022,Indian white prawn,588.85,0,0
29/1/2022,Indo-pacific seer fish,1129.31,0,0
29/1/2022,Japanese threadfin bream,499.75,0,0
29/1/2022,Jinga prawn,557.65,0,0
29/1/2022,John\'s snapper,745.93,0,0
29/1/2022,Kiddi shrimp,490.7,0,0
29/1/2022,Little tuna,605.79,0,0
29/1/2022,Long tail tuna,580.77,0,0
29/1/2022,Malabar anchovy,449.41,0,0
29/1/2022,Malabar blood snapper,638.67,0,0
29/1/2022,Malabar grouper,606.5,0,0
29/1/2022,Narrow-barred spanish mackerel,1104.87,0,0
29/1/2022,Pearl Spot,440,0,0
29/1/2022,Silver pomfret,790.16,0,0
29/1/2022,Small head hairtail,340.24,0,0
29/1/2022,Spineless cuttle fish,634.52,0,0
29/1/2022,Spiny cheek grouper,717.11,0,0
29/1/2022,Spotted crab,650.21,0,0
29/1/2022,Spotted eagle ray,687.66,0,0
30/1/2022,Asian Seabass,864.19,0,0
30/1/2022,Big eye trevally,708.24,0,0
30/1/2022,Black barred half beak,706.82,0,0
30/1/2022,Black pomfret,884.96,0,0
30/1/2022,Blue Swimming Crab,755.97,0,0
30/1/2022,Bombay duck,420.17,0,0
30/1/2022,Flower tail prawn,719.6,0,0
30/1/2022,Four finger thread fin,690.67,0,0
30/1/2022,Frigate tuna,488.83,0,0
30/1/2022,Giant catfish,674.71,0,0
30/1/2022,Giant tiger prawn,584.57,0,0
30/1/2022,Gold spot mullet,612.12,0,0
30/1/2022,Gold spotted granadier anchovy,325.7,0,0
30/1/2022,Greasy grouper,673.8,0,0
30/1/2022,Green mud crab,851.94,0,0
30/1/2022,Grey mullet,596.81,0,0
30/1/2022,Hound needle fish,628.97,0,0
30/1/2022,Indian mackerel,546.31,0,0
30/1/2022,Indian squid,666.76,0,0
30/1/2022,Indian white prawn,640.51,0,0
30/1/2022,Indo-pacific seer fish,1145.84,0,0
30/1/2022,Japanese threadfin bream,553.11,0,0
30/1/2022,Jinga prawn,580.41,0,0
30/1/2022,John\'s snapper,737.49,0,0
30/1/2022,Kiddi shrimp,510.66,0,0
30/1/2022,Little tuna,620.49,0,0
30/1/2022,Long tail tuna,609.49,0,0
30/1/2022,Malabar anchovy,464.6,0,0
30/1/2022,Malabar blood snapper,634.13,0,0
30/1/2022,Malabar grouper,671.78,0,0
30/1/2022,Narrow-barred spanish mackerel,1169.16,0,0
30/1/2022,Pearl Spot,442.26,0,0
30/1/2022,Silver pomfret,822.24,0,0
30/1/2022,Small head hairtail,361.03,0,0
30/1/2022,Spineless cuttle fish,618.91,0,0
30/1/2022,Spiny cheek grouper,742.2,0,0
30/1/2022,Spotted crab,673.03,0,0
30/1/2022,Spotted eagle ray,687.98,0,0
31/1/2022,Asian Seabass,732.99,0,0
31/1/2022,Big eye trevally,559.25,0,0
31/1/2022,Black barred half beak,611.65,0,0
31/1/2022,Black pomfret,713.74,0,0
31/1/2022,Blue Swimming Crab,644.07,0,0
31/1/2022,Bombay duck,349.49,0,0
31/1/2022,Flower tail prawn,628.37,0,0
31/1/2022,Four finger thread fin,574.7,0,0
31/1/2022,Frigate tuna,428.39,0,0
31/1/2022,Giant catfish,595.02,0,0
31/1/2022,Giant tiger prawn,512.63,0,0
31/1/2022,Gold spot mullet,542.26,0,0
31/1/2022,Gold spotted granadier anchovy,273.13,0,0
31/1/2022,Greasy grouper,566.3,0,0
31/1/2022,Green mud crab,732.47,0,0
31/1/2022,Grey mullet,516.64,0,0
31/1/2022,Hound needle fish,550.83,0,0
31/1/2022,Indian mackerel,465.98,0,0
31/1/2022,Indian squid,529.62,0,0
31/1/2022,Indian white prawn,558.93,0,0
31/1/2022,Indo-pacific seer fish,1020.82,0,0
31/1/2022,Japanese threadfin bream,429.04,0,0
